loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
20000,20000, 36 months,15.02,C,C3,60000.0,other,Current,2.3,693.51,RENT,Source Verified,4 years,FL,Medium Income,0
20000,20000, 60 months,18.94,D,D2,22800.0,debt_consolidation,Current,26.53,518.16,RENT,Not Verified,10+ years,NY,Low Income,0
20000,20000, 36 months,10.33,B,B1,92000.0,debt_consolidation,Current,20.19,648.45,MORTGAGE,Not Verified,10+ years,MA,High Income,0
16000,16000, 60 months,10.33,B,B1,75000.0,home_improvement,Current,12.98,342.56,MORTGAGE,Source Verified,10+ years,AZ,Medium Income,0
10000,10000, 36 months,12.98,B,B5,58240.0,debt_consolidation,Current,25.22,336.85,RENT,Not Verified,4 years,OK,Medium Income,0
20000,20000, 36 months,15.02,C,C3,60000.0,debt_consolidation,Current,10.58,693.51,MORTGAGE,Source Verified,10+ years,PA,Medium Income,0
26875,26875, 36 months,11.31,B,B3,174000.0,credit_card,Current,24.52,883.81,RENT,Source Verified,4 years,NJ,Very High Income,0
9000,9000, 36 months,7.56,A,A3,65000.0,debt_consolidation,Current,31.55,280.21,RENT,Not Verified,< 1 year,CT,Medium Income,0
4800,4800, 36 months,13.56,C,C1,16800.0,debt_consolidation,Current,10.71,163.03,MORTGAGE,Source Verified,1 year,MI,Low Income,0
22000,22000, 60 months,14.47,C,C2,57200.0,debt_consolidation,Current,17.6,517.28,RENT,Not Verified,7 years,TX,Medium Income,0
20000,20000, 36 months,10.33,B,B1,85000.0,car,Current,2.58,648.45,OWN,Not Verified,2 years,GA,High Income,0
1500,1500, 36 months,23.4,E,E1,92000.0,major_purchase,Current,14.56,58.38,MORTGAGE,Not Verified,4 years,OH,High Income,0
18500,18500, 60 months,11.31,B,B3,185000.0,debt_consolidation,Current,17.63,405.11,OWN,Source Verified,2 years,MA,Very High Income,0
2000,2000, 36 months,19.92,D,D3,15600.0,debt_consolidation,Current,36.31,74.25,OWN,Not Verified,10+ years,TX,Low Income,0
10000,10000, 60 months,16.91,C,C5,75000.0,debt_consolidation,Current,27.78,248.05,OWN,Source Verified,10+ years,CA,Medium Income,0
25000,25000, 60 months,13.56,C,C1,80000.0,credit_card,Current,26.24,576.02,MORTGAGE,Source Verified,6 years,CT,Medium Income,0
7000,7000, 36 months,12.98,B,B5,42000.0,credit_card,Current,44.4,235.8,RENT,Source Verified,10+ years,NJ,Medium Income,0
5000,5000, 36 months,10.33,B,B1,45000.0,debt_consolidation,Current,15.23,162.12,MORTGAGE,Source Verified,10+ years,VA,Medium Income,0
35000,35000, 36 months,20.89,D,D4,125000.0,debt_consolidation,Current,19.74,1316.66,MORTGAGE,Not Verified,10+ years,TX,Very High Income,0
8400,8400, 36 months,19.92,D,D3,110000.0,other,Current,19.46,311.84,RENT,Verified,3 years,CA,High Income,0
28000,28000, 60 months,11.31,B,B3,85000.0,debt_consolidation,Current,12.81,613.13,MORTGAGE,Source Verified,1 year,TX,High Income,0
8000,8000, 36 months,13.56,C,C1,75000.0,credit_card,Current,20.59,271.72,RENT,Verified,6 years,NY,Medium Income,0
40000,40000, 60 months,14.47,C,C2,137000.0,home_improvement,Current,12.58,940.51,MORTGAGE,Source Verified,10+ years,WV,Very High Income,0
15000,15000, 36 months,16.14,C,C4,62000.0,debt_consolidation,Current,13.07,528.4,RENT,Source Verified,10+ years,NJ,Medium Income,0
20000,20000, 60 months,11.8,B,B4,70000.0,credit_card,Current,13.6,442.88,RENT,Source Verified,2 years,NY,Medium Income,0
5000,5000, 36 months,11.31,B,B3,25000.0,debt_consolidation,Current,11.35,164.43,OWN,Source Verified,10+ years,SC,Low Income,0
12000,12000, 36 months,8.81,A,A5,55000.0,debt_consolidation,Current,21.8,380.54,RENT,Not Verified,2 years,FL,Medium Income,0
5000,5000, 36 months,15.02,C,C3,30000.0,home_improvement,Current,18.24,173.38,MORTGAGE,Not Verified,10+ years,GA,Low Income,0
16000,16000, 60 months,10.72,B,B2,80000.0,home_improvement,Current,22.47,345.65,MORTGAGE,Source Verified,10+ years,PA,Medium Income,0
12300,12300, 36 months,15.02,C,C3,55200.0,debt_consolidation,Current,31.26,426.51,MORTGAGE,Verified,10+ years,PA,Medium Income,0
12000,12000, 60 months,12.98,B,B5,62000.0,debt_consolidation,Current,26.66,272.92,MORTGAGE,Source Verified,2 years,AZ,Medium Income,0
10000,10000, 60 months,10.33,B,B1,63000.0,debt_consolidation,Current,17.73,214.1,MORTGAGE,Not Verified,10+ years,SC,Medium Income,0
3000,3000, 36 months,8.81,A,A5,95500.0,home_improvement,Current,23.66,95.14,MORTGAGE,Not Verified,10+ years,IL,High Income,0
10000,10000, 36 months,11.31,B,B3,75000.0,debt_consolidation,Current,13.65,328.86,MORTGAGE,Source Verified,3 years,AZ,Medium Income,0
35000,35000, 60 months,19.92,D,D3,150000.0,credit_card,Current,18.5,925.73,MORTGAGE,Verified,10+ years,IL,Very High Income,0
10000,10000, 36 months,7.56,A,A3,88000.0,debt_consolidation,Current,9.76,311.34,MORTGAGE,Not Verified,10+ years,WA,High Income,0
30000,30000, 36 months,7.56,A,A3,120000.0,credit_card,Current,8.72,934.02,MORTGAGE,Not Verified,< 1 year,CA,High Income,0
12000,12000, 60 months,17.97,D,D1,50000.0,debt_consolidation,Current,21.6,304.53,MORTGAGE,Not Verified,2 years,CA,Medium Income,0
10000,10000, 36 months,8.19,A,A4,48000.0,debt_consolidation,Current,10.68,314.25,OWN,Not Verified,8 years,NM,Medium Income,0
8000,8000, 36 months,8.19,A,A4,83200.0,debt_consolidation,Current,34.23,251.4,RENT,Not Verified,< 1 year,TX,High Income,0
12000,12000, 60 months,25.34,E,E3,34500.0,debt_consolidation,Current,16.56,354.62,RENT,Not Verified,4 years,FL,Low Income,0
18000,18000, 36 months,8.19,A,A4,190000.0,small_business,Current,27.76,565.64,MORTGAGE,Source Verified,< 1 year,NY,Very High Income,0
16000,16000, 36 months,17.97,D,D1,85000.0,home_improvement,Current,12.58,578.2,MORTGAGE,Verified,5 years,WA,High Income,0
36000,36000, 36 months,8.81,A,A5,160000.0,credit_card,Current,18.42,1141.61,RENT,Verified,6 years,TX,Very High Income,0
4800,4800, 36 months,15.02,C,C3,90000.0,other,Current,30.52,166.45,MORTGAGE,Not Verified,5 years,TN,High Income,0
25000,25000, 60 months,10.33,B,B1,65000.0,debt_consolidation,Current,31.41,535.25,MORTGAGE,Source Verified,3 years,FL,Medium Income,0
10000,10000, 36 months,6.46,A,A1,60000.0,debt_consolidation,Current,14.15,306.31,MORTGAGE,Verified,10+ years,MI,Medium Income,0
5000,5000, 36 months,12.98,B,B5,73900.0,debt_consolidation,Current,13.89,168.43,MORTGAGE,Verified,5 years,NV,Medium Income,0
30000,30000, 60 months,17.97,D,D1,135000.0,debt_consolidation,Current,20.05,761.32,MORTGAGE,Source Verified,10+ years,MA,Very High Income,0
30000,30000, 60 months,12.98,B,B5,75000.0,debt_consolidation,Current,17.34,682.29,MORTGAGE,Source Verified,8 years,MN,Medium Income,0
4500,4500, 36 months,14.47,C,C2,100000.0,home_improvement,Current,16.95,154.83,OWN,Not Verified,< 1 year,AR,High Income,0
25000,25000, 60 months,18.94,D,D2,65000.0,credit_card,Current,33.31,647.69,MORTGAGE,Verified,10+ years,WA,Medium Income,0
15000,15000, 36 months,11.31,B,B3,90000.0,debt_consolidation,Current,36.0,493.29,MORTGAGE,Not Verified,< 1 year,OK,High Income,0
24000,24000, 36 months,8.81,A,A5,75000.0,home_improvement,Current,18.21,761.08,MORTGAGE,Not Verified,10+ years,NC,Medium Income,0
10500,10500, 36 months,11.8,B,B4,36000.0,debt_consolidation,Current,54.03,347.75,RENT,Source Verified,4 years,UT,Low Income,0
35000,35000, 60 months,20.89,D,D4,25000.0,debt_consolidation,Current,15.7,944.71,RENT,Verified,10+ years,WA,Low Income,0
11000,11000, 60 months,22.35,D,D5,60000.0,debt_consolidation,Current,31.14,306.01,RENT,Not Verified,< 1 year,CA,Medium Income,0
15000,15000, 60 months,8.19,A,A4,75000.0,credit_card,Current,15.17,305.52,MORTGAGE,Source Verified,6 years,CA,Medium Income,0
30000,30000, 36 months,8.81,A,A5,125000.0,debt_consolidation,Current,16.25,951.35,OWN,Source Verified,10+ years,IL,Very High Income,0
6000,6000, 36 months,7.02,A,A2,65000.0,credit_card,Current,10.71,185.32,RENT,Not Verified,10+ years,CA,Medium Income,0
16000,16000, 36 months,11.31,B,B3,160000.0,credit_card,Fully Paid,26.54,526.18,MORTGAGE,Source Verified,5 years,MO,Very High Income,0
35000,35000, 60 months,14.47,C,C2,117800.0,debt_consolidation,Current,23.77,822.95,RENT,Verified,10+ years,NY,High Income,0
5000,5000, 36 months,8.81,A,A5,40000.0,debt_consolidation,Current,0.75,158.56,RENT,Not Verified,2 years,SC,Low Income,0
40000,40000, 60 months,12.98,B,B5,55000.0,debt_consolidation,Current,9.51,909.72,MORTGAGE,Source Verified,< 1 year,WA,Medium Income,0
30000,30000, 60 months,20.89,D,D4,80000.0,debt_consolidation,Current,36.35,809.75,MORTGAGE,Not Verified,6 years,NE,Medium Income,0
12000,12000, 36 months,6.46,A,A1,86000.0,debt_consolidation,Current,19.26,367.57,MORTGAGE,Source Verified,10+ years,NJ,High Income,0
8000,8000, 36 months,8.19,A,A4,61000.0,credit_card,Current,61.46,251.4,MORTGAGE,Source Verified,4 years,TX,Medium Income,0
7800,7800, 36 months,8.81,A,A5,95000.0,credit_card,Current,13.31,247.35,MORTGAGE,Source Verified,4 years,MN,High Income,0
13000,13000, 36 months,6.46,A,A1,79992.0,credit_card,Current,25.97,398.21,OWN,Not Verified,2 years,CT,Medium Income,0
32000,32000, 36 months,15.02,C,C3,92000.0,debt_consolidation,Current,13.31,1109.61,RENT,Source Verified,10+ years,FL,High Income,0
40000,40000, 60 months,10.72,B,B2,68000.0,other,Current,14.35,864.13,MORTGAGE,Verified,10+ years,GA,Medium Income,0
6200,6200, 36 months,23.4,E,E1,74000.0,credit_card,Current,13.2,241.3,RENT,Source Verified,3 years,CA,Medium Income,0
32000,32000, 60 months,13.56,C,C1,103000.0,moving,Current,33.75,737.31,RENT,Verified,10+ years,LA,High Income,0
30000,30000, 60 months,10.33,B,B1,58000.0,debt_consolidation,Current,27.12,642.3,MORTGAGE,Verified,6 years,VA,Medium Income,0
19050,19050, 36 months,12.98,B,B5,75000.0,debt_consolidation,Fully Paid,17.44,641.69,RENT,Source Verified,6 years,NY,Medium Income,0
6000,6000, 36 months,10.72,B,B2,74000.0,credit_card,Current,21.78,195.64,RENT,Not Verified,10+ years,NC,Medium Income,0
35000,35000, 60 months,15.02,C,C3,45000.0,debt_consolidation,Current,25.84,833.02,MORTGAGE,Verified,10+ years,LA,Medium Income,0
16000,16000, 36 months,14.47,C,C2,115000.0,debt_consolidation,Current,15.61,550.51,RENT,Source Verified,5 years,MA,High Income,0
35000,35000, 36 months,7.56,A,A3,148000.0,credit_card,Current,10.38,1089.69,MORTGAGE,Verified,4 years,TX,Very High Income,0
20000,20000, 36 months,10.72,B,B2,64000.0,small_business,Current,16.14,652.13,MORTGAGE,Verified,5 years,UT,Medium Income,0
15000,15000, 36 months,16.91,C,C5,90000.0,credit_card,Current,28.36,534.12,RENT,Verified,< 1 year,CA,High Income,0
20000,20000, 60 months,11.31,B,B3,56000.0,debt_consolidation,Current,13.37,437.95,RENT,Source Verified,10+ years,IL,Medium Income,0
35000,35000, 36 months,11.31,B,B3,102000.0,debt_consolidation,Current,21.97,1151.01,MORTGAGE,Verified,10+ years,GA,High Income,0
35000,35000, 60 months,13.56,C,C1,10000.0,house,Current,246.58,806.43,MORTGAGE,Not Verified,2 years,IN,Low Income,0
2000,2000, 36 months,16.14,C,C4,65000.0,other,Current,13.92,70.46,MORTGAGE,Not Verified,8 years,MD,Medium Income,0
17500,17500, 60 months,10.72,B,B2,36000.0,debt_consolidation,Current,28.17,378.06,MORTGAGE,Verified,10+ years,LA,Low Income,0
8000,8000, 36 months,11.8,B,B4,50000.0,debt_consolidation,Current,11.55,264.96,MORTGAGE,Source Verified,10+ years,MI,Medium Income,0
18000,18000, 36 months,8.46,A,A5,58000.0,debt_consolidation,Current,13.1,567.89,RENT,Not Verified,5 years,FL,Medium Income,0
22400,22400, 36 months,11.31,B,B3,65000.0,debt_consolidation,Current,21.29,736.65,MORTGAGE,Verified,10+ years,WV,Medium Income,0
40000,40000, 60 months,13.56,C,C1,170000.0,debt_consolidation,Current,16.41,921.64,OWN,Not Verified,< 1 year,FL,Very High Income,0
2000,2000, 36 months,27.27,E,E5,60000.0,other,Current,1.74,81.95,RENT,Verified,7 years,NY,Medium Income,0
3000,3000, 36 months,12.98,B,B5,85000.0,credit_card,Current,34.75,101.06,OWN,Source Verified,6 years,TX,High Income,0
10000,10000, 36 months,14.47,C,C2,60000.0,debt_consolidation,Current,19.5,344.07,RENT,Verified,2 years,AL,Medium Income,0
3000,3000, 36 months,10.33,B,B1,108000.0,credit_card,Current,11.93,97.27,OWN,Not Verified,10+ years,NJ,High Income,0
15000,15000, 60 months,14.47,C,C2,70000.0,debt_consolidation,Current,12.19,352.69,MORTGAGE,Source Verified,10+ years,MD,Medium Income,0
35000,35000, 60 months,18.94,D,D2,191000.0,debt_consolidation,Current,10.57,906.77,MORTGAGE,Verified,10+ years,MD,Very High Income,0
10000,10000, 36 months,7.02,A,A2,28000.0,debt_consolidation,Current,9.13,308.87,RENT,Source Verified,< 1 year,CA,Low Income,0
25000,25000, 36 months,6.46,A,A1,38000.0,debt_consolidation,Current,14.88,765.77,RENT,Not Verified,< 1 year,NJ,Low Income,0
35000,35000, 60 months,16.14,C,C4,230000.0,debt_consolidation,Current,12.77,853.74,MORTGAGE,Source Verified,9 years,OH,Very High Income,0
35000,35000, 36 months,8.19,A,A4,78500.0,credit_card,Current,42.23,1099.85,MORTGAGE,Verified,10+ years,MA,Medium Income,0
21000,21000, 36 months,26.31,E,E4,77000.0,medical,Current,29.11,849.58,RENT,Source Verified,6 years,CO,Medium Income,0
10000,10000, 36 months,17.97,D,D1,55000.0,home_improvement,Current,14.36,361.38,MORTGAGE,Source Verified,5 years,TX,Medium Income,0
5000,5000, 36 months,11.8,B,B4,50000.0,major_purchase,Current,22.11,165.6,RENT,Not Verified,6 years,NE,Medium Income,0
10000,10000, 60 months,19.92,D,D3,80000.0,other,Current,9.98,264.5,MORTGAGE,Source Verified,< 1 year,TN,Medium Income,0
3500,3500, 36 months,7.56,A,A3,105000.0,credit_card,Current,13.85,108.97,RENT,Not Verified,10+ years,TX,High Income,0
26000,26000, 60 months,11.8,B,B4,71000.0,credit_card,Current,29.45,575.74,MORTGAGE,Verified,10+ years,TX,Medium Income,0
12000,12000, 36 months,8.19,A,A4,80000.0,credit_card,Current,17.04,377.09,MORTGAGE,Not Verified,4 years,NH,Medium Income,0
4500,4500, 36 months,17.97,D,D1,75000.0,debt_consolidation,In Grace Period,36.32,162.62,MORTGAGE,Verified,< 1 year,TX,Medium Income,0
10000,10000, 36 months,7.56,A,A3,76900.0,home_improvement,Current,4.43,311.34,MORTGAGE,Verified,10+ years,FL,Medium Income,0
15000,15000, 36 months,10.72,B,B2,70000.0,debt_consolidation,Current,24.79,489.1,RENT,Not Verified,1 year,CT,Medium Income,0
9000,9000, 36 months,14.47,C,C2,65000.0,credit_card,Fully Paid,12.87,309.66,MORTGAGE,Not Verified,1 year,GA,Medium Income,0
7000,7000, 36 months,13.56,C,C1,23655.0,debt_consolidation,Current,8.68,237.76,OWN,Verified,10+ years,WA,Low Income,0
37000,37000, 36 months,7.02,A,A2,88000.0,debt_consolidation,Current,11.42,1142.8,MORTGAGE,Source Verified,5 years,AZ,High Income,0
15000,15000, 36 months,16.14,C,C4,75000.0,debt_consolidation,Current,19.7,528.4,MORTGAGE,Verified,3 years,CA,Medium Income,0
4500,4500, 36 months,18.94,D,D2,50000.0,medical,Current,27.39,164.82,RENT,Not Verified,2 years,WA,Medium Income,0
32000,32000, 60 months,20.89,D,D4,65000.0,debt_consolidation,Current,22.86,863.73,MORTGAGE,Verified,10+ years,OH,Medium Income,0
5475,5475, 36 months,7.56,A,A3,52000.0,medical,Current,7.5,170.46,MORTGAGE,Verified,10+ years,NC,Medium Income,0
5000,5000, 36 months,8.19,A,A4,55000.0,debt_consolidation,Current,7.14,157.13,RENT,Not Verified,7 years,PA,Medium Income,0
6000,6000, 36 months,7.56,A,A3,4600.0,home_improvement,Current,89.3,186.81,MORTGAGE,Source Verified,10+ years,IL,Low Income,0
20000,20000, 60 months,16.91,C,C5,47000.0,credit_card,Current,27.71,496.09,RENT,Not Verified,10+ years,CO,Medium Income,0
3000,3000, 36 months,14.47,C,C2,45000.0,debt_consolidation,Current,26.83,103.22,RENT,Source Verified,5 years,CA,Medium Income,0
15000,15000, 60 months,10.33,B,B1,120000.0,debt_consolidation,Current,2.52,321.15,MORTGAGE,Source Verified,5 years,MI,High Income,0
11650,11650, 60 months,12.98,B,B5,36000.0,credit_card,Current,36.07,264.96,MORTGAGE,Verified,10+ years,OH,Low Income,0
33400,33400, 60 months,17.97,D,D1,115000.0,debt_consolidation,Current,36.16,847.6,MORTGAGE,Verified,1 year,NV,High Income,0
25000,25000, 60 months,8.19,A,A4,130000.0,debt_consolidation,Current,11.64,509.19,MORTGAGE,Not Verified,7 years,AL,Very High Income,0
13000,13000, 60 months,14.47,C,C2,40000.0,credit_card,Current,57.37,305.67,MORTGAGE,Source Verified,6 years,OK,Low Income,0
4500,4500, 36 months,15.02,C,C3,50000.0,moving,Current,3.14,156.04,RENT,Source Verified,6 years,CA,Medium Income,0
30000,30000, 60 months,12.98,B,B5,72000.0,debt_consolidation,Current,42.08,682.29,MORTGAGE,Source Verified,10+ years,CA,Medium Income,0
2400,2400, 36 months,7.56,A,A3,88000.0,car,Current,15.03,74.73,RENT,Not Verified,2 years,CA,High Income,0
9000,9000, 36 months,8.19,A,A4,80000.0,debt_consolidation,Current,9.25,282.82,MORTGAGE,Source Verified,10+ years,FL,Medium Income,0
30000,30000, 36 months,17.97,D,D1,125000.0,debt_consolidation,Current,35.08,1084.13,MORTGAGE,Not Verified,9 years,CT,Very High Income,0
10000,10000, 60 months,25.34,E,E3,90000.0,small_business,Current,6.88,295.51,MORTGAGE,Source Verified,2 years,CA,High Income,0
5000,5000, 36 months,8.81,A,A5,35000.0,credit_card,Current,19.92,158.56,RENT,Not Verified,< 1 year,NY,Low Income,0
25000,25000, 60 months,25.34,E,E3,525000.0,debt_consolidation,Current,1.16,738.78,MORTGAGE,Source Verified,< 1 year,TN,Very High Income,0
20000,20000, 36 months,10.72,B,B2,45000.0,credit_card,Current,26.11,652.13,RENT,Source Verified,1 year,AZ,Medium Income,0
7075,7075, 36 months,11.8,B,B4,95000.0,debt_consolidation,Current,35.5,234.32,MORTGAGE,Source Verified,< 1 year,NE,High Income,0
35000,35000, 60 months,14.47,C,C2,89000.0,credit_card,Current,18.61,822.95,RENT,Source Verified,10+ years,CA,High Income,0
7000,7000, 36 months,6.46,A,A1,33000.0,credit_card,Current,25.13,214.42,RENT,Source Verified,< 1 year,CA,Low Income,0
18050,18050, 60 months,18.94,D,D2,185000.0,debt_consolidation,Current,24.68,467.64,MORTGAGE,Source Verified,10+ years,FL,Very High Income,0
6000,6000, 36 months,14.47,C,C2,19000.0,debt_consolidation,Current,11.69,206.44,RENT,Not Verified,10+ years,UT,Low Income,0
7000,7000, 36 months,13.56,C,C1,54000.0,debt_consolidation,Current,18.96,237.76,RENT,Source Verified,4 years,CA,Medium Income,0
8000,8000, 36 months,17.97,D,D1,16000.0,credit_card,Current,32.41,289.1,OWN,Verified,10+ years,IN,Low Income,0
20000,20000, 36 months,13.56,C,C1,220000.0,debt_consolidation,Current,6.6,679.29,MORTGAGE,Source Verified,3 years,NV,Very High Income,0
7500,7500, 36 months,10.33,B,B1,112000.0,home_improvement,Current,11.21,243.17,MORTGAGE,Not Verified,10+ years,CO,High Income,0
10000,10000, 36 months,6.46,A,A1,102000.0,credit_card,Current,9.74,306.31,MORTGAGE,Not Verified,5 years,SC,High Income,0
35000,35000, 60 months,17.97,D,D1,125000.0,credit_card,Current,4.48,888.2,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
15500,15500, 60 months,8.19,A,A4,140000.0,credit_card,Current,13.19,315.7,MORTGAGE,Not Verified,9 years,NY,Very High Income,0
20000,20000, 36 months,7.02,A,A2,120000.0,debt_consolidation,Current,16.26,617.73,RENT,Verified,8 years,NY,High Income,0
13000,13000, 36 months,13.56,C,C1,85000.0,debt_consolidation,Current,7.79,441.54,RENT,Not Verified,< 1 year,MO,High Income,0
6200,6200, 36 months,10.33,B,B1,90000.0,credit_card,Current,27.03,201.02,MORTGAGE,Verified,1 year,IL,High Income,0
12000,12000, 36 months,11.8,B,B4,42000.0,debt_consolidation,Current,18.34,397.43,MORTGAGE,Source Verified,5 years,NC,Medium Income,0
18500,18500, 60 months,11.8,B,B4,65000.0,home_improvement,Current,27.01,409.66,MORTGAGE,Not Verified,7 years,PA,Medium Income,0
19200,19200, 60 months,10.72,B,B2,45000.0,debt_consolidation,Current,16.51,414.78,RENT,Source Verified,2 years,CA,Medium Income,0
7500,7500, 36 months,20.89,D,D4,42000.0,home_improvement,Current,11.43,282.14,MORTGAGE,Source Verified,10+ years,MD,Medium Income,0
25000,25000, 60 months,8.19,A,A4,88000.0,debt_consolidation,Current,18.11,509.19,MORTGAGE,Source Verified,5 years,NJ,High Income,0
18000,18000, 60 months,16.91,C,C5,202000.0,credit_card,Current,23.59,446.48,MORTGAGE,Source Verified,< 1 year,CT,Very High Income,0
24000,24000, 60 months,17.97,D,D1,84000.0,credit_card,Current,22.1,609.06,RENT,Not Verified,1 year,VA,High Income,0
18000,18000, 36 months,11.31,B,B3,67000.0,credit_card,Current,21.08,591.95,RENT,Source Verified,1 year,CA,Medium Income,0
24000,24000, 36 months,10.33,B,B1,60000.0,credit_card,Fully Paid,17.42,778.14,MORTGAGE,Not Verified,5 years,TX,Medium Income,0
